hotelcode,min,max,Diff_Min,Diff_Max,Score
2096416,25.55,103.06,0.577,0.456,0.52
2096417,46.71,106.34,0.331,0.439,0.38
2096419,75.35,189.88,0.003,0.000,0.00
2096422,66.31,174.81,0.102,0.079,0.09
2096440,128.99,167.78,0.628,0.116,0.37
2100309,131.99,195.35,0.663,0.029,0.35
2101176,80.37,175.81,0.061,0.074,0.07
2101591,40.71,110.3,0.401,0.418,0.41
2104751,133.23,143.56,0.677,0.243,0.46
2104972,95.03,116.16,0.232,0.387,0.31
2105375,68.64,89.75,0.075,0.526,0.30
2111189,49.42,88.7,0.299,0.532,0.42
2112687,122.3,129.71,0.550,0.316,0.43
2115655,55.48,162.61,0.229,0.143,0.19
2115854,85.39,130.6,0.120,0.312,0.22
2138121,82.36,82.36,0.085,0.565,0.32
2138770,58.07,84.48,0.198,0.554,0.38
2151070,142.55,184.78,0.786,0.027,0.41
2152312,46.41,109.4,0.334,0.423,0.38
2159425,189.65,1400.15,1.334,6.358,3.85
2160203,58.07,216.46,0.198,0.140,0.17
2161643,52.8,121.43,0.260,0.360,0.31
2167503,54.25,88.9,0.243,0.531,0.39
2168742,47.52,68.64,0.321,0.637,0.48
2169190,90.7,277.36,0.182,0.460,0.32
2169485,68.25,106.33,0.080,0.439,0.26
2170680,29.56,92.92,0.531,0.510,0.52
2186976,66.71,189.37,0.098,0.003,0.05
2190880,43.98,167.9,0.363,0.116,0.24
2191709,53.85,111.92,0.248,0.410,0.33
2192212,25.03,48.3,0.584,0.744,0.66
2193110,35.41,61.97,0.463,0.672,0.57
2193966,57.24,79.44,0.208,0.581,0.39
2194239,168.94,295.65,1.094,0.556,0.82
2195380,98.83,117.84,0.277,0.379,0.33
2196888,84.48,115.62,0.109,0.390,0.25
2197904,115.8,191.51,0.474,0.009,0.24
2223607,79.19,95.03,0.048,0.499,0.27
2225619,23.15,58.42,0.605,0.691,0.65
2228914,99.25,206.96,0.281,0.090,0.19
2228949,68.64,89.75,0.075,0.527,0.30
2231699,71.46,167.9,0.042,0.116,0.08
2232021,76.03,145.72,0.011,0.232,0.12
2234048,52.8,105.59,0.260,0.443,0.35
2234544,38.01,63.36,0.432,0.665,0.55
2234964,91.04,155.79,0.186,0.179,0.18
2241022,73.07,187.95,0.024,0.010,0.02
2247788,225.04,351.62,1.747,0.851,1.30
2251839,93.98,93.98,0.220,0.504,0.36
2252812,76.03,76.03,0.011,0.599,0.30
2257169,93.12,298.14,0.210,0.569,0.39
2258942,30.91,80.87,0.515,0.573,0.54
2259490,27.97,68.32,0.549,0.639,0.59
2260225,99.78,144.55,0.288,0.238,0.26
2264821,105.35,105.35,0.353,0.445,0.40
2266328,333.12,333.12,3.006,0.753,1.88
2266350,84.48,105.59,0.109,0.443,0.28
2270462,78.14,88.7,0.035,0.532,0.28
2271537,72.86,100.32,0.026,0.471,0.25
2271639,80.3,92.66,0.061,0.512,0.29
2273101,67.28,100.38,0.091,0.471,0.28
2277704,27.45,120.38,0.555,0.366,0.46
2277705,28.83,65.89,0.539,0.653,0.60
2278409,104.54,122.49,0.343,0.355,0.35
2278644,72.86,146.77,0.026,0.227,0.13
2282359,64.13,90.78,0.128,0.522,0.32
2283407,37.04,66.64,0.444,0.649,0.55
2284901,222.04,297.01,1.712,0.564,1.14
2298651,79.19,95.03,0.048,0.499,0.27
2312041,152.05,152.05,0.897,0.199,0.55
2312834,62.3,83.41,0.149,0.561,0.35
2314283,74.97,241.81,0.002,0.273,0.14
2314319,85.5,129.89,0.121,0.316,0.22
2314333,72.86,115.09,0.026,0.394,0.21
2314459,91.92,150.39,0.196,0.208,0.20
2315434,90.53,429.86,0.180,1.263,0.72
2315550,79.37,189.88,0.050,0.000,0.02
2316444,100.38,283.88,0.295,0.495,0.39
2326645,100.77,457.62,0.299,1.409,0.85
2341399,55.51,69.13,0.228,0.636,0.43
2347158,84.48,263.98,0.109,0.390,0.25
2371366,125.11,182.44,0.583,0.039,0.31
2374739,106.77,222.71,0.369,0.173,0.27
2374936,59.28,99.46,0.184,0.476,0.33
2378762,44.67,273.48,0.355,0.440,0.40
2387000,57.02,67.57,0.211,0.644,0.43
2388694,76.03,107.7,0.011,0.433,0.22
2389425,82.36,114.04,0.085,0.399,0.24
2391283,44.93,52.57,0.352,0.723,0.54
2393468,36.96,52.8,0.445,0.722,0.58
2398969,95.03,158.39,0.232,0.166,0.20
2400754,284.79,535.51,2.443,1.819,2.13
2409444,70.43,167.52,0.054,0.118,0.09
2413931,109.5,199.92,0.401,0.053,0.23
2415348,63.36,126.71,0.137,0.333,0.23
2418261,57.02,126.71,0.211,0.333,0.27
2420904,70.27,176.61,0.056,0.070,0.06
2424511,35.58,149.84,0.461,0.211,0.34
2425228,52.8,89.75,0.260,0.527,0.39
2425325,271.64,774.05,2.290,3.074,2.68
2425390,82.38,82.38,0.085,0.566,0.33
2425656,40.18,65.3,0.407,0.656,0.53
2426245,100.32,147.83,0.294,0.221,0.26
2430148,53.04,121.56,0.257,0.360,0.31
2430722,95.03,232.3,0.232,0.223,0.23
2467918,62.13,87.44,0.151,0.539,0.35
2481599,76.03,115.1,0.011,0.394,0.20
2482576,174.54,368.7,1.159,0.941,1.05
2487761,55.25,114.53,0.231,0.397,0.31
2492487,84.48,158.39,0.109,0.166,0.14
2493099,56.78,77.05,0.213,0.594,0.40
2493528,136.85,194.29,0.719,0.023,0.37
2501630,71.33,149.69,0.044,0.212,0.13
2501751,126.71,152.05,0.601,0.199,0.40
2504843,52.8,79.19,0.260,0.583,0.42
2504960,58.07,95.03,0.198,0.499,0.35
2505545,137.27,158.39,0.724,0.166,0.45
2506396,63.36,126.71,0.137,0.333,0.23
2507031,71.11,134.53,0.046,0.291,0.17
2507045,46.22,96.44,0.337,0.492,0.41
2507048,79.19,105.59,0.048,0.444,0.25
2507814,73.91,158.39,0.014,0.166,0.09
2508027,76.03,114.04,0.011,0.399,0.21
2509433,138.11,150.79,0.734,0.206,0.47
2510872,86.95,139.92,0.138,0.263,0.20
2511442,84.39,127.58,0.108,0.328,0.22
2513504,107.9,203.29,0.382,0.071,0.23
2515337,63.36,63.36,0.137,0.667,0.40
2515980,91.92,133.23,0.196,0.298,0.25
2518832,57.02,228.08,0.211,0.201,0.21
2519188,68.64,110.87,0.075,0.416,0.25
2519281,95.03,182.15,0.232,0.041,0.14
2519573,84.48,131.99,0.109,0.305,0.21
2519909,84.48,179.51,0.109,0.055,0.08
2520190,178.45,284.05,1.204,0.496,0.85
2520339,38.94,64.26,0.421,0.662,0.54
2520404,58.07,100.32,0.198,0.472,0.34
2520669,29.74,83.28,0.529,0.562,0.55
2521674,82.88,93.93,0.091,0.506,0.30
2521941,47.52,153.1,0.321,0.194,0.26
2522141,42.23,63.36,0.383,0.667,0.52
2524077,89.75,110.87,0.171,0.416,0.29
2524598,81.31,103.48,0.072,0.455,0.26
2524902,57.02,111.92,0.211,0.411,0.31
2525564,50.23,75.35,0.290,0.604,0.45
2526149,88.7,101.37,0.159,0.467,0.31
2537808,60.19,89.75,0.174,0.528,0.35
2540023,79.19,116.16,0.048,0.389,0.22
2540247,79.37,79.37,0.050,0.583,0.32
2551834,52.8,58.07,0.260,0.695,0.48
2553361,118.49,118.49,0.506,0.377,0.44
2562459,53.65,160.02,0.250,0.158,0.20
2563901,80.78,166.04,0.066,0.126,0.10
2564602,26.18,39.26,0.570,0.795,0.68
2569639,86.16,210.6,0.129,0.109,0.12
2574442,45.2,104.73,0.349,0.449,0.40
2574564,115.88,341.13,0.475,0.798,0.64
2574576,65.57,163.67,0.111,0.138,0.12
2574621,52.8,58.07,0.260,0.695,0.48
2578220,52.8,126.71,0.260,0.333,0.30
2580697,98.32,176.88,0.271,0.069,0.17
2598876,76.03,190.07,0.011,0.001,0.01
2599942,139.76,694.4,0.754,2.661,1.71
2600082,161.56,274.54,1.008,0.446,0.73
2602353,73.18,183.73,0.022,0.032,0.03
2602425,30.99,46.48,0.514,0.756,0.64
2602457,117.67,199.76,0.496,0.052,0.27
2603077,48.19,61.33,0.314,0.678,0.50
2603681,79.83,159.66,0.055,0.159,0.11
2606034,50.23,50.23,0.290,0.737,0.51
2609750,102.24,164.22,0.316,0.135,0.23
2613175,142.05,326.5,0.781,0.721,0.75
2613450,442.66,567.78,4.283,1.993,3.14
2614642,98.45,179.63,0.272,0.054,0.16
2614690,266.09,410.76,2.225,1.165,1.69
2614691,63.36,227.03,0.137,0.196,0.17
2614960,136.63,249.99,0.717,0.317,0.52
2615553,41.28,114.04,0.394,0.400,0.40
2615575,125.68,159.74,0.589,0.159,0.37
2615756,48.43,150.68,0.311,0.207,0.26
2617069,53.04,86.81,0.257,0.544,0.40
2622141,28.93,46.02,0.538,0.759,0.65
2625302,42.83,92.8,0.376,0.512,0.44
2640455,112.13,183.51,0.431,0.034,0.23
2643273,61.19,112.58,0.162,0.408,0.28
2643521,79.19,89.75,0.048,0.528,0.29
2654701,77.46,184.87,0.027,0.026,0.03
2654883,94.87,305.99,0.230,0.612,0.42
2671021,68.35,150.69,0.079,0.207,0.14
2671215,65.57,137.8,0.111,0.275,0.19
2672434,73.91,126.71,0.014,0.333,0.17
2675317,38.94,141.18,0.421,0.257,0.34
2675722,79.37,149.69,0.050,0.212,0.13
2676915,113.05,187,0.442,0.015,0.23
2722897,104.98,104.98,0.348,0.448,0.40
2729537,89.64,908.3,0.169,3.788,1.98
2730315,73.6,324.38,0.017,0.709,0.36
2732704,139.38,139.38,0.749,0.266,0.51
2733564,68.8,194.93,0.073,0.027,0.05
2735473,117.03,335.73,0.489,0.769,0.63
2737953,82.36,139.38,0.085,0.266,0.18
2802064,91.92,229.9,0.196,0.211,0.20
2802593,35.47,72.3,0.462,0.620,0.54
2802612,64.51,107.37,0.123,0.435,0.28
2803078,47.52,72.86,0.321,0.617,0.47
2807215,70.23,101.21,0.057,0.468,0.26
2810721,46.46,89.75,0.334,0.528,0.43
2814175,60.28,84.39,0.173,0.556,0.36
2814601,45.77,110.87,0.342,0.417,0.38
2822645,59.27,92.43,0.185,0.514,0.35
2833565,76.03,190.07,0.011,0.001,0.01
2835019,121.43,174.23,0.540,0.083,0.31
2835075,74.76,125.44,0.004,0.340,0.17
2838784,54.91,215.28,0.235,0.134,0.18
2846405,40.67,71.33,0.401,0.625,0.51
2846831,399.96,399.96,3.785,1.108,2.45
2910461,38.01,82.7,0.432,0.565,0.50
2910765,72.86,160.16,0.026,0.157,0.09
2913101,52.8,79.19,0.260,0.584,0.42
2915024,109.5,145.67,0.401,0.233,0.32
2915681,48.23,176.75,0.313,0.069,0.19
2969236,66.13,88.8,0.105,0.533,0.32
2969677,94.08,177.39,0.221,0.066,0.14
2969850,89.51,273.76,0.168,0.443,0.31
2971317,121.75,151.72,0.544,0.201,0.37
2978541,364.68,994.59,3.373,4.244,3.81
2981259,73.91,95.03,0.014,0.500,0.26
2989075,47.38,58.9,0.323,0.691,0.51
2989082,76.03,228.08,0.011,0.201,0.11
2994596,50.85,217.12,0.282,0.144,0.21
2998927,83.41,89.75,0.097,0.528,0.31
3002495,161.74,250.15,1.009,0.318,0.66
3002684,30.88,129.88,0.515,0.316,0.42
3002687,72.86,234.41,0.026,0.235,0.13
3003679,68.64,290.38,0.075,0.530,0.30
3009788,48,121.54,0.316,0.360,0.34
3010075,59.97,126.12,0.176,0.336,0.26
3013371,101.37,190.07,0.306,0.001,0.15
3015005,73.04,500.22,0.024,1.636,0.83
3018047,136.21,210.12,0.712,0.107,0.41
3034276,95.03,116.16,0.232,0.389,0.31
3060607,65.89,122.91,0.107,0.353,0.23
3115677,79.19,79.19,0.048,0.584,0.32
3121431,56.56,134.32,0.216,0.293,0.25
3121902,57.02,139.38,0.211,0.266,0.24
3122047,88.3,197.67,0.154,0.041,0.10
3143096,27.16,87.44,0.559,0.540,0.55
3145983,178.27,325.8,1.202,0.717,0.96
3187889,38.25,85,0.429,0.553,0.49
3195329,79.19,79.19,0.048,0.584,0.32
3199535,121.43,316.78,0.540,0.669,0.60
3200412,112.77,139.38,0.439,0.266,0.35
3213635,52.09,101.47,0.268,0.466,0.37
3218615,49.63,152.05,0.297,0.200,0.25
3263591,68.64,168.94,0.075,0.110,0.09
3265216,120.38,164.72,0.528,0.133,0.33
3273563,84.48,231.25,0.109,0.218,0.16
3274576,52.8,99.25,0.260,0.478,0.37
3276402,90.81,164.19,0.183,0.136,0.16
3280451,55.97,177.23,0.223,0.067,0.14
3281936,75.08,179.61,0.000,0.054,0.03
3297670,71.43,159.74,0.043,0.159,0.10
3317426,211.14,211.14,1.585,0.112,0.85
3328602,60.13,194.4,0.174,0.024,0.10
3338082,76.03,121.43,0.011,0.361,0.19
3338269,71.27,186.94,0.045,0.016,0.03
3338631,68.64,95.03,0.075,0.500,0.29
3342165,75.35,100.46,0.003,0.472,0.24
3366911,118.01,352.41,0.500,0.858,0.68
3471506,96.05,120.84,0.244,0.364,0.30
3516138,54.74,139.21,0.237,0.267,0.25
3527608,37.48,56.29,0.438,0.705,0.57
3530748,37.44,37.44,0.439,0.805,0.62
3539219,38.21,123.94,0.430,0.348,0.39
3539500,45.78,93.18,0.342,0.510,0.43
3539572,45.4,84.48,0.346,0.556,0.45
3542604,57.46,97.25,0.206,0.489,0.35
3545548,127.48,127.48,0.610,0.329,0.47
3553396,46.43,113.56,0.334,0.403,0.37
3587290,64.55,982.31,0.123,4.181,2.15
3589189,79.19,137.27,0.048,0.278,0.16
3592135,79.19,348.45,0.048,0.837,0.44
3612670,30.91,1158.65,0.515,5.108,2.81
3613693,70.09,83.07,0.058,0.563,0.31
3627553,104.54,173.18,0.343,0.088,0.22
3632431,41.19,93.93,0.395,0.506,0.45
3632459,51.4,199.97,0.276,0.053,0.16
3633424,95.03,121.43,0.232,0.361,0.30
3636534,43.68,77.15,0.366,0.595,0.48
3646095,230.98,230.98,1.817,0.217,1.02
3647217,63.36,114.31,0.137,0.399,0.27
3647270,58.27,79.37,0.196,0.583,0.39
3689355,4774.52,4774.52,54.377,24.102,39.24
3697912,163.59,193.6,1.024,0.020,0.52
3745650,230.98,487.15,1.803,1.562,1.68
3755422,77.07,118.78,0.023,0.374,0.20
3755427,38,61.76,0.429,0.673,0.55
3755428,44.34,53.84,0.356,0.715,0.54
3755430,30.61,131.98,0.515,0.304,0.41
3755432,41.17,47.51,0.393,0.749,0.57
3755434,83.41,84.46,0.096,0.554,0.33
3755438,42.23,48.56,0.380,0.743,0.56
3755440,44.34,144.12,0.356,0.241,0.30
3755441,34.83,54.9,0.466,0.710,0.59
3755442,54.9,54.9,0.234,0.710,0.47
3755445,52.79,93.97,0.258,0.505,0.38
3755447,46.45,107.26,0.332,0.435,0.38
3755452,42.23,48.56,0.381,0.744,0.56
3755453,30.61,35.89,0.515,0.810,0.66
3755454,43.28,49.62,0.368,0.738,0.55
3755455,33.78,52.26,0.478,0.724,0.60
3755456,68.62,85.52,0.075,0.549,0.31
3755457,59.12,59.12,0.185,0.688,0.44
3755458,48.56,69.15,0.307,0.636,0.47
3755459,33.78,68.26,0.479,0.640,0.56
3755460,30.61,56.48,0.515,0.702,0.61
3755461,32.72,33.78,0.491,0.822,0.66
3755464,38,39.06,0.430,0.794,0.61
3755466,33.78,36.95,0.479,0.805,0.64
3755471,46.45,47.51,0.332,0.750,0.54
3755472,49.62,61.23,0.295,0.678,0.49
3755474,35.89,44.34,0.454,0.767,0.61
3755475,36.95,38,0.442,0.800,0.62
3755477,47.51,49.62,0.320,0.739,0.53
3755484,64.4,95.55,0.124,0.497,0.31
3755488,33.78,39.06,0.479,0.795,0.64
3755490,88.69,124.06,0.158,0.347,0.25
3755492,61.24,61.24,0.161,0.678,0.42
3755493,34.83,46.45,0.467,0.756,0.61
3755495,38,58.59,0.430,0.692,0.56
3755498,72.85,72.85,0.026,0.617,0.32
3755500,30.61,35.89,0.516,0.812,0.66
3755503,50.67,52.79,0.283,0.723,0.50
3755504,31.67,73.38,0.504,0.614,0.56
3755507,45.39,54.9,0.345,0.712,0.53
3755512,24.28,57.54,0.589,0.698,0.64
3755513,36.95,61.76,0.442,0.676,0.56
3755514,30.61,33.78,0.516,0.824,0.67
3755517,46.45,71.79,0.332,0.623,0.48
3755519,41.17,58.07,0.394,0.696,0.54
3755522,36.95,42.23,0.443,0.779,0.61
3755524,49.62,80.77,0.296,0.576,0.44
3755526,34.83,41.17,0.467,0.785,0.63
3755528,31.67,50.15,0.504,0.738,0.62
3755529,30.61,106.64,0.516,0.439,0.48
3755534,54.9,65.46,0.234,0.657,0.45
3755535,52.79,146.23,0.259,0.230,0.24
3755539,43.28,80.43,0.369,0.578,0.47
3755540,92.91,111.39,0.207,0.415,0.31
3755543,32.72,33.78,0.492,0.824,0.66
3755545,42.23,95.02,0.382,0.501,0.44
3755546,80.24,98.72,0.060,0.482,0.27
3755548,29.56,72.85,0.529,0.618,0.57
3755549,46.45,48.56,0.333,0.747,0.54
3755550,76.02,100.83,0.011,0.471,0.24
3755552,38,39.06,0.431,0.797,0.61
3755555,46.45,85.52,0.333,0.552,0.44
3755556,46.45,49.62,0.333,0.741,0.54
3755559,92.91,103.47,0.207,0.457,0.33
3755560,46.45,71.79,0.333,0.624,0.48
3755562,60.18,73.9,0.173,0.613,0.39
3755563,30.61,66.51,0.517,0.652,0.58
3755565,32.72,84.99,0.492,0.555,0.52
3755566,48.56,79.71,0.308,0.583,0.45
3755567,78.13,89.74,0.035,0.530,0.28
3755568,47.51,47.51,0.321,0.753,0.54
3755570,36.95,85.52,0.443,0.552,0.50
3755573,36.95,164.19,0.443,0.136,0.29
3755574,34.83,89.53,0.468,0.531,0.50
3755575,90.8,90.8,0.182,0.524,0.35
3755576,35.89,43.28,0.456,0.776,0.62
3755577,45.39,63.87,0.345,0.667,0.51
3755578,46.45,47.51,0.333,0.753,0.54
3755579,30.61,31.67,0.517,0.837,0.68
3755580,32.72,36.95,0.493,0.809,0.65
3755582,64.4,65.46,0.124,0.659,0.39
3755583,55.95,81.3,0.223,0.575,0.40
3755584,30.61,80.77,0.517,0.578,0.55
3755586,31.67,36.95,0.505,0.810,0.66
3755587,49.62,54.9,0.296,0.715,0.51
3755588,38,52.79,0.431,0.726,0.58
3755589,40.11,40.11,0.407,0.793,0.60
3755590,69.68,88.16,0.063,0.539,0.30
3755592,32.72,59.12,0.493,0.693,0.59
3755595,34.83,36.95,0.468,0.810,0.64
3755596,45.39,63.87,0.346,0.668,0.51
3755597,34.83,50.67,0.469,0.738,0.60
3755598,29.56,55.95,0.530,0.710,0.62
3755600,53.85,53.85,0.247,0.721,0.48
3755602,46.45,81.82,0.333,0.573,0.45
3755604,44.35,44.35,0.358,0.771,0.56
3755608,43.28,74.43,0.370,0.612,0.49
3755609,27.44,27.44,0.555,0.861,0.71
3755610,62.29,82.88,0.149,0.567,0.36
3755611,27.44,65.46,0.555,0.660,0.61
3755612,54.9,80.77,0.235,0.579,0.41
3755613,46.45,55.95,0.334,0.710,0.52
3755616,59.12,59.12,0.186,0.694,0.44
3755618,32.72,80.77,0.493,0.579,0.54
3755619,29.56,82.35,0.530,0.570,0.55
3755620,69.76,113.5,0.062,0.405,0.23
3755621,35.9,35.9,0.457,0.817,0.64
3755625,38,99.77,0.432,0.478,0.46
3755627,43.28,77.6,0.371,0.596,0.48
3755628,36.95,72.32,0.444,0.624,0.53
3755630,60.18,65.46,0.174,0.660,0.42
3755631,78.13,97.13,0.035,0.492,0.26
3755632,54.9,65.46,0.235,0.660,0.45
3755633,31.67,76.54,0.506,0.602,0.55
3755634,61.23,140.95,0.162,0.260,0.21
3755638,30.61,69.15,0.518,0.641,0.58
3755639,40.11,76.54,0.408,0.602,0.50
3755641,66.51,107.17,0.100,0.439,0.27
3755642,67.57,110.33,0.088,0.422,0.26
3755643,116.14,116.14,0.478,0.392,0.43
3755648,92.91,115.61,0.208,0.394,0.30
3755650,47.51,66.51,0.322,0.655,0.49
3755657,62.29,64.4,0.149,0.666,0.41
3755659,36.95,39.06,0.445,0.801,0.62
3755660,46.45,53.84,0.334,0.723,0.53
3755661,89.92,141.48,0.173,0.257,0.21
3755662,58.07,135.68,0.199,0.288,0.24
3755663,36.95,68.62,0.445,0.644,0.54
3755665,35.9,35.9,0.457,0.818,0.64
3755666,30.61,79.18,0.519,0.588,0.55
3755668,73.9,111.92,0.014,0.414,0.21
3755670,91.85,119.31,0.195,0.375,0.29
3765536,44.4,112.05,0.358,0.414,0.39
3814480,62.75,171.79,0.144,0.096,0.12
3818026,83.66,108.44,0.100,0.433,0.27
3819792,41.18,72.86,0.396,0.622,0.51
3821195,148.1,290.4,0.851,0.534,0.69
3849508,82.38,131.61,0.085,0.310,0.20
3857282,50.73,93.49,0.284,0.512,0.40
3874109,37.46,112.38,0.439,0.412,0.43
4066130,70.33,70.33,0.056,0.636,0.35
4087353,40.28,75.19,0.406,0.610,0.51
4121887,72.58,219.72,0.029,0.159,0.09
4125681,64.04,116.04,0.129,0.393,0.26
4127623,58.07,58.07,0.199,0.701,0.45
4135823,49.23,66.31,0.302,0.657,0.48
4137251,36.62,85.39,0.449,0.556,0.50
4138364,83.63,130.93,0.100,0.314,0.21
4156356,94.43,108.1,0.225,0.435,0.33
4168331,78.13,138.19,0.035,0.275,0.16
4207436,58.07,79.19,0.199,0.589,0.39
4215521,74.76,119.11,0.004,0.377,0.19
4215763,27.63,50.23,0.554,0.743,0.65
4220505,54.74,88.82,0.238,0.538,0.39
4222152,73.91,126.71,0.014,0.336,0.18
4236807,123.57,145.67,0.566,0.235,0.40
4301180,150.69,185.86,0.882,0.021,0.45
4301247,100.36,123.57,0.295,0.353,0.32
4352550,60.93,81.59,0.165,0.576,0.37
4353438,49.42,176.34,0.300,0.072,0.19
4358781,322.49,949.38,2.885,4.040,3.46
4359217,28.32,111.36,0.546,0.418,0.48
4363705,58.03,128.24,0.199,0.328,0.26
4388614,63.36,114.04,0.137,0.403,0.27
4389591,70.32,224.04,0.056,0.182,0.12
4406831,42.23,105.59,0.383,0.448,0.42
4415044,71.27,81.59,0.045,0.576,0.31
4424124,74.57,194.88,0.006,0.027,0.02
4424725,124.56,250.97,0.577,0.325,0.45
4424780,63.36,100.32,0.137,0.477,0.31
4431176,33.15,75.35,0.489,0.609,0.55
4433889,105.48,168.78,0.354,0.112,0.23
4437173,126.58,192.89,0.601,0.016,0.31
4437179,172.79,204.44,1.139,0.077,0.61
4439080,216.14,271.04,1.645,0.432,1.04
4451978,69.32,99.46,0.067,0.481,0.27
4453863,117.42,194.29,0.494,0.023,0.26
4454372,54.79,138.14,0.237,0.275,0.26
4466230,69.06,116.57,0.070,0.390,0.23
4472028,72.37,118.89,0.032,0.378,0.20
4489835,69.07,659.68,0.070,2.499,1.28
4490545,75.35,75.35,0.003,0.609,0.31
4497533,78.36,117.54,0.038,0.385,0.21
4499633,50.57,91.25,0.286,0.525,0.41
4518361,84.39,184.85,0.108,0.027,0.07
4532431,63.44,178.17,0.136,0.062,0.10
4532433,79.37,1003.62,0.050,4.328,2.19
4532436,127.29,159.31,0.609,0.163,0.39
4532451,75.65,196.86,0.006,0.037,0.02
4532453,151.75,334.58,0.894,0.769,0.83
4532455,83.38,144.67,0.097,0.240,0.17
4532457,102.32,257.37,0.317,0.359,0.34
4532461,99.86,437.72,0.289,1.318,0.80
4532462,49.13,182.71,0.303,0.038,0.17
4540922,74.39,255.86,0.008,0.351,0.18
4540938,65.15,163.86,0.116,0.138,0.13
4542308,44.71,49.67,0.354,0.746,0.55
4572404,32.15,60.28,0.501,0.689,0.60
4574529,38.18,74.34,0.431,0.614,0.52
4575750,105.59,205.9,0.356,0.085,0.22
4593090,67.31,198.82,0.091,0.048,0.07
4593092,100.5,301.99,0.296,0.596,0.45
4593494,90.42,120.55,0.179,0.369,0.27
4594100,86.53,112.59,0.133,0.411,0.27
4607644,93.93,93.93,0.220,0.510,0.36
4608546,63.36,82.36,0.137,0.572,0.35
4608745,62.3,79.19,0.149,0.589,0.37
4609319,143.6,255.54,0.799,0.349,0.57
4610631,50.68,101.37,0.285,0.471,0.38
4615111,94.94,168.78,0.231,0.112,0.17
4628925,59.28,82.94,0.185,0.569,0.38
4629841,41.81,54.49,0.388,0.720,0.55
4629957,64.15,85.53,0.128,0.555,0.34
4630181,41.66,48.23,0.390,0.754,0.57
4631926,84.48,137.27,0.109,0.280,0.19
4634089,50.68,107.7,0.285,0.437,0.36
4634245,73.91,237.58,0.014,0.254,0.13
4642805,87.4,87.4,0.144,0.545,0.34
4643857,97.65,313.03,0.263,0.655,0.46
4645520,84.47,277.88,0.109,0.468,0.29
4645529,65.47,171.08,0.112,0.100,0.11
4645549,62.3,140.51,0.149,0.263,0.21
4645556,52.96,181.37,0.258,0.045,0.15
4645586,61.05,188.89,0.164,0.005,0.08
4648064,73.6,448.78,0.018,1.377,0.70
4736909,45.21,47.22,0.349,0.759,0.55
4737031,49.93,191.38,0.294,0.008,0.15
4762607,68.64,126.71,0.075,0.336,0.21
4762741,95.53,169.79,0.238,0.107,0.17
4766686,104.54,146.77,0.344,0.229,0.29
4775113,60.19,60.19,0.174,0.690,0.43
4841511,113.91,126.58,0.453,0.337,0.39
4843378,83.85,137.77,0.102,0.277,0.19
4845747,35.05,35.05,0.467,0.824,0.65
4846179,85.39,120.56,0.120,0.369,0.24
4846190,59.07,109.5,0.187,0.428,0.31
4846208,35.03,83.4,0.468,0.567,0.52
4846685,69.4,185.85,0.067,0.021,0.04
4851236,83.41,104.54,0.097,0.454,0.28
4851350,259.65,259.65,2.154,0.371,1.26
4854092,62.49,105.24,0.147,0.451,0.30
4855133,83.26,115.09,0.095,0.398,0.25
4855666,47.52,52.8,0.322,0.730,0.53
4856017,58.07,110.87,0.199,0.421,0.31
4859561,95.03,126.71,0.233,0.336,0.28
4861502,59.55,105.17,0.182,0.451,0.32
4861852,61.41,79.37,0.160,0.589,0.37
4861856,58.77,111.29,0.191,0.419,0.30
4878628,58.27,109.5,0.196,0.428,0.31
4891649,47.02,107.5,0.328,0.439,0.38
4897473,43.6,62.29,0.368,0.680,0.52
4897482,62.59,174.8,0.146,0.080,0.11
4897902,60.58,118.54,0.170,0.380,0.27
4898043,56.87,78.7,0.213,0.592,0.40
4898417,74.34,132.61,0.009,0.305,0.16
4898437,128.59,318.47,0.625,0.685,0.65
4898448,55.56,90.37,0.228,0.530,0.38
4898450,101.97,222.26,0.314,0.173,0.24
4898467,69.32,333.54,0.067,0.765,0.42
4898480,72.33,106.49,0.032,0.444,0.24
4898483,79.37,124.57,0.050,0.348,0.20
4898488,80.87,184.85,0.067,0.027,0.05
4898493,59.77,215.89,0.179,0.139,0.16
4898496,43.6,62.29,0.368,0.680,0.52
4898508,42.19,69.12,0.384,0.644,0.51
4898520,62.59,128.09,0.146,0.329,0.24
4898534,109.5,165.76,0.402,0.129,0.27
4898591,77.36,130.6,0.026,0.316,0.17
4898610,89.41,169.78,0.167,0.107,0.14
4898627,69.62,245.13,0.064,0.294,0.18
4898633,98.45,189.88,0.273,0.000,0.14
4898640,60.28,93.04,0.173,0.516,0.34
4898647,110.01,149.69,0.408,0.214,0.31
4898652,130.6,316.96,0.648,0.677,0.66
4915534,135.63,330.48,0.707,0.749,0.73
4917671,90.42,210.97,0.179,0.112,0.15
4919607,125.68,300.39,0.591,0.589,0.59
4920702,54.25,99.86,0.243,0.480,0.36
4922388,161.2,293,1.005,0.549,0.78
4923672,56.26,56.26,0.220,0.712,0.47
4930436,72.23,120.38,0.034,0.370,0.20
4935073,62.59,113.52,0.146,0.407,0.28
4936783,92.03,232.91,0.198,0.229,0.21
4937122,34.08,58.43,0.479,0.701,0.59
4940660,92.4,102.95,0.202,0.463,0.33
4941218,73.18,101.78,0.022,0.470,0.25
4941684,65.4,89.51,0.113,0.535,0.32
